,day,avg_temp,max_temp,min_temp,rel_humidity,total_rainfall,avg_visibility,avg_windspeed,max_windspeed
0,1.0,23.4,30.3,19.0,59.0,0.0,6.3,4.3,5.4
1,2.0,22.4,30.3,16.9,57.0,0.0,6.9,3.3,7.6
2,3.0,24.0,31.8,16.9,51.0,0.0,6.9,2.8,5.4
3,4.0,,,,,,,,
4,5.0,,,,,,,,
5,6.0,,,,,,,,
6,7.0,22.8,30.2,17.6,55.0,0.0,7.7,3.7,7.6
7,8.0,23.1,30.6,17.4,46.0,0.0,6.9,3.3,5.4
8,9.0,22.9,30.6,17.4,51.0,0.0,6.9,3.5,3.5
9,10.0,,,,,,,,
10,11.0,,,,,,,,
11,12.0,,,,,,,,
12,13.0,22.3,30.1,15.7,43.0,0.0,6.9,2.8,5.4
13,14.0,21.8,30.6,14.8,41.0,0.0,6.9,1.9,5.4
14,15.0,21.6,30.6,14.2,43.0,0.0,6.9,3.1,7.6
15,16.0,,,,,,,,
16,17.0,,,,,,,,
17,18.0,,,,,,,,
18,19.0,21.6,29.6,16.4,58.0,0.0,6.9,2.2,3.5
19,20.0,21.9,29.6,16.6,58.0,0.0,6.9,2.4,5.4
20,21.0,22.3,29.9,17.5,55.0,0.0,6.9,3.1,5.4
21,22.0,,,,,,,,
22,23.0,,,,,,,,
23,24.0,,,,,,,,
24,25.0,21.6,29.1,15.5,47.0,0.0,7.7,4.8,7.6
25,26.0,21.8,29.2,14.6,41.0,0.0,6.9,2.8,3.5
26,27.0,22.3,30.1,15.6,40.0,0.0,6.9,2.4,5.4
27,28.0,,,,,,,,
28,29.0,,,,,,,,
29,30.0,,,,,,,,
30,31.0,22.1,29.8,17.3,54.0,0.0,6.9,5.2,9.4
31,1.0,21.6,29.2,15.3,51.0,0.0,6.9,3.9,5.4
32,2.0,21.4,29.2,15.2,45.0,0.0,6.9,2.8,5.4
33,3.0,21.8,29.6,14.4,37.0,0.0,7.4,2.2,3.5
34,4.0,,,,,,,,
35,5.0,,,,,,,,
36,6.0,,,,,,,,
37,7.0,24.6,32.2,18.8,55.0,0.0,6.9,2.2,3.5
38,8.0,24.6,32.2,21.0,63.0,0.51,5.5,3.9,9.4
39,9.0,23.9,31.6,19.0,51.0,0.0,6.6,5.9,9.4
40,10.0,,,,,,,,
41,11.0,,,,,,,,
42,12.0,,,,,,,,
43,13.0,24.5,31.5,18.9,49.0,0.0,6.9,4.8,9.4
44,14.0,23.9,31.5,19.7,64.0,0.0,6.3,5.2,9.4
45,15.0,24.3,31.4,20.2,68.0,0.0,6.9,3.5,5.4
46,16.0,,,,,,,,
47,17.0,,,,,,,,
48,18.0,,,,,,,,
49,19.0,24.8,31.8,20.5,62.0,0.0,6.3,2.0,5.4
50,20.0,24.5,32.2,19.7,59.0,0.0,6.6,3.9,5.4
51,21.0,24.3,32.2,18.0,47.0,0.0,6.9,5.0,9.4
52,22.0,,,,,,,,
53,23.0,,,,,,,,
54,24.0,,,,,,,,
55,25.0,24.1,33.4,15.9,29.0,0.0,7.7,3.5,5.4
56,26.0,24.7,32.4,16.3,30.0,0.0,6.9,5.0,9.4
57,27.0,24.7,32.4,16.9,32.0,0.0,6.9,0.9,3.5
58,28.0,,,,,,,,
59,1.0,25.5,33.0,18.5,26.0,0.0,6.9,3.9,5.4
60,2.0,25.5,33.0,18.9,34.0,0.0,6.9,4.6,7.6
61,3.0,25.3,33.2,18.5,31.0,0.0,6.9,3.5,5.4
62,4.0,,,,,,,,
63,5.0,,,,,,,,
64,6.0,,,,,,,,
65,7.0,24.0,30.4,21.0,71.0,0.0,6.3,5.2,5.4
66,8.0,25.4,32.0,20.0,56.0,0.51,6.9,3.5,5.4
67,9.0,25.8,34.1,20.3,51.0,0.0,6.6,1.5,3.5
68,10.0,,,,,,,,
69,11.0,,,,,,,,
70,12.0,,,,,,,,
71,13.0,27.1,34.8,20.2,30.0,0.0,6.9,3.1,5.4
72,14.0,26.8,34.7,20.7,34.0,0.0,6.9,2.4,5.4
73,15.0,25.3,34.2,18.9,40.0,0.0,6.9,3.9,5.4
74,16.0,,,,,,,,
75,17.0,,,,,,,,
76,18.0,,,,,,,,
77,19.0,26.9,34.6,19.9,37.0,0.0,6.9,5.0,5.4
78,20.0,27.1,34.6,20.4,39.0,0.0,6.9,5.0,7.6
79,21.0,26.8,34.5,20.5,32.0,0.0,6.9,4.6,7.6
80,22.0,,,,,,,,
81,23.0,,,,,,,,
82,24.0,,,,,,,,
83,25.0,28.1,34.8,21.3,44.0,0.0,6.3,3.9,7.6
84,26.0,28.8,35.4,23.2,44.0,0.0,6.9,4.3,5.4
85,27.0,28.5,35.8,22.9,39.0,0.0,6.9,3.7,7.6
86,28.0,,,,,,,,
87,29.0,,,,,,,,
88,30.0,,,,,,,,
89,31.0,28.1,36.5,22.4,57.0,0.0,6.9,3.1,5.4
90,1.0,27.2,36.5,20.7,58.0,11.94,6.9,4.3,7.6
91,2.0,26.9,34.9,22.2,54.0,0.0,6.9,5.0,11.1
92,3.0,27.8,34.9,22.1,58.0,1.02,6.9,3.5,7.6
93,4.0,,,,,,,,
94,5.0,,,,,,,,
95,6.0,,,,,,,,
96,7.0,29.9,36.8,23.3,41.0,0.0,6.9,3.7,7.6
97,8.0,29.4,36.8,24.4,44.0,0.0,6.9,2.0,7.6
98,9.0,29.6,36.0,24.5,42.0,0.0,6.9,3.9,7.6
99,10.0,,,,,,,,
100,11.0,,,,,,,,
101,12.0,,,,,,,,
102,13.0,27.7,36.2,21.4,42.0,0.0,6.9,3.5,3.5
103,14.0,29.2,35.9,23.1,50.0,0.0,6.9,3.9,7.6
104,15.0,27.5,35.9,22.6,56.0,-,6.3,5.9,11.1
105,16.0,,,,,,,,
106,17.0,,,,,,,,
107,18.0,,,,,,,,
108,19.0,28.2,35.8,22.5,50.0,0.0,6.9,5.0,7.6
109,20.0,28.9,35.7,23.3,45.0,0.0,6.9,3.5,5.4
110,21.0,28.2,35.7,22.6,53.0,0.0,6.9,4.6,5.4
111,22.0,,,,,,,,
112,23.0,,,,,,,,
113,24.0,,,,,,,,
114,25.0,28.4,34.7,23.3,54.0,0.0,6.9,3.3,5.4
115,26.0,28.2,34.5,24.4,56.0,0.0,6.9,3.0,5.4
116,27.0,28.4,35.3,23.3,56.0,0.0,7.7,3.3,5.4
117,28.0,,,,,,,,
118,29.0,,,,,,,,
119,30.0,,,,,,,,
120,1.0,28.7,37.0,22.7,43.0,0.0,6.9,3.5,5.4
121,2.0,29.6,37.6,24.0,51.0,0.0,6.9,4.8,7.6
122,3.0,28.3,37.6,24.0,58.0,0.51,6.9,6.5,11.1
123,4.0,,,,,,,,
124,5.0,,,,,,,,
125,6.0,,,,,,,,
126,7.0,28.8,35.1,24.3,58.0,0.0,6.9,4.6,5.4
127,8.0,28.0,35.1,23.4,61.0,0.0,6.9,5.9,7.6
128,9.0,26.9,35.3,22.2,63.0,1.02,6.9,4.3,7.6
129,10.0,,,,,,,,
130,11.0,,,,,,,,
131,12.0,,,,,,,,
132,13.0,26.1,32.1,22.1,68.0,0.0,6.9,4.4,5.4
133,14.0,26.3,32.1,21.9,63.0,0.0,6.9,6.5,11.1
134,15.0,26.4,33.8,21.6,58.0,0.0,7.6,5.6,7.6
135,16.0,,,,,,,,
136,17.0,,,,,,,,
137,18.0,,,,,,,,
138,19.0,26.2,35.7,22.4,71.0,4.06,6.9,3.0,5.4
139,20.0,25.2,33.8,21.4,75.0,13.97,6.3,5.0,7.6
140,21.0,27.3,34.0,20.9,64.0,0.0,6.9,5.0,9.4
141,22.0,,,,,,,,
142,23.0,,,,,,,,
143,24.0,,,,,,,,
144,25.0,26.5,33.5,22.0,58.0,0.0,6.3,8.0,11.1
145,26.0,26.6,33.0,22.0,62.0,0.0,6.9,6.3,7.6
146,27.0,25.5,33.0,20.6,66.0,0.0,6.9,6.3,7.6
147,28.0,,,,,,,,
148,29.0,,,,,,,,
149,30.0,,,,,,,,
150,31.0,23.7,31.3,20.8,81.0,30.99,5.8,2.8,5.4
151,1.0,21.8,29.4,20.0,90.0,-,5.5,6.1,7.6
152,2.0,22.3,27.6,20.0,86.0,12.95,5.5,6.1,9.4
