,Unnamed: 0,day,avg_temp,max_temp,min_temp,rel_humidity,total_rainfall,avg_visibility,avg_windspeed,max_windspeed,PM2.5
474,474,20.0,28.7,35.5,23.4,36.0,0.0,6.9,1.9,3.5,
475,475,21.0,28.7,35.5,21.5,34.0,0.0,7.7,1.5,5.4,
476,476,22.0,,,,,,,,,
477,477,23.0,,,,,,,,,
478,478,24.0,,,,,,,,,
479,479,25.0,29.8,36.5,23.8,53.0,0.0,7.7,3.3,5.4,
480,480,26.0,29.6,36.5,24.7,52.0,0.0,6.9,1.9,3.5,
481,481,27.0,29.3,36.3,24.8,49.0,0.0,6.9,2.8,3.5,
482,482,28.0,,,,,,,,,
483,483,29.0,,,,,,,,,
484,484,30.0,,,,,,,,,
485,485,1.0,28.8,36.0,24.2,50.0,0.0,6.9,3.9,5.4,
486,486,2.0,28.6,35.8,24.6,50.0,0.51,6.3,3.9,7.6,
487,487,3.0,27.8,35.8,20.0,56.0,0.0,6.9,3.1,7.6,
488,488,4.0,,,,,,,,,
489,489,5.0,,,,,,,,,
490,490,6.0,,,,,,,,,
491,491,7.0,24.5,30.6,21.4,76.0,2.03,7.7,5.2,7.6,
492,492,8.0,22.8,26.7,21.0,86.0,0.0,6.3,5.2,5.4,
493,493,9.0,24.1,28.3,20.5,78.0,6.6,6.9,4.6,7.6,
494,494,10.0,,,,,,,,,
495,495,11.0,,,,,,,,,
496,496,12.0,,,,,,,,,
497,497,13.0,27.4,35.6,23.8,60.0,0.25,6.9,3.9,7.6,
498,498,14.0,28.8,35.6,22.8,47.0,0.0,6.9,4.1,7.6,
499,499,15.0,28.6,35.5,22.8,49.0,0.0,6.9,3.9,5.4,
500,500,16.0,,,,,,,,,
501,501,17.0,,,,,,,,,
502,502,18.0,,,,,,,,,
503,503,19.0,28.4,35.5,23.6,56.0,0.0,7.7,3.7,14.8,
504,504,20.0,25.8,33.9,21.4,71.0,4.06,6.9,1.5,5.4,
505,505,21.0,26.3,33.0,21.2,65.0,0.0,7.4,4.3,7.6,
506,506,22.0,,,,,,,,,
507,507,23.0,,,,,,,,,
508,508,24.0,,,,,,,,,
509,509,25.0,26.4,35.2,18.9,62.0,9.4,9.2,4.4,5.4,
510,510,26.0,27.8,34.4,22.2,61.0,0.0,7.7,2.4,5.4,
511,511,27.0,25.8,34.5,20.2,70.0,-,6.9,3.9,5.4,
512,512,28.0,,,,,,,,,
513,513,29.0,,,,,,,,,
514,514,30.0,,,,,,,,,
515,515,31.0,28.1,35.0,22.3,57.0,0.0,7.4,3.3,5.4,
516,516,1.0,27.6,35.0,20.1,60.0,13.72,6.9,3.9,5.4,
517,517,2.0,25.9,34.5,20.4,70.0,0.0,6.9,4.6,7.6,
518,518,3.0,24.5,29.2,20.0,75.0,0.0,6.9,2.8,3.5,
519,519,4.0,,,,,,,,,
520,520,5.0,,,,,,,,,
521,521,6.0,,,,,,,,,
522,522,7.0,25.9,31.2,22.2,72.0,0.0,7.7,6.1,11.1,
523,523,8.0,25.9,31.3,20.9,73.0,0.0,6.9,7.4,9.4,
524,524,9.0,24.6,31.3,22.2,74.0,0.0,6.9,9.4,22.2,
525,525,10.0,,,,,,,,,
526,526,11.0,,,,,,,,,
527,527,12.0,,,,,,,,,
528,528,13.0,24.1,30.7,21.9,74.0,-,5.8,8.1,14.8,
529,529,14.0,25.4,30.2,21.4,67.0,0.0,9.2,8.9,9.4,
530,530,15.0,25.2,31.0,21.6,71.0,0.0,7.7,9.3,14.8,
531,531,16.0,,,,,,,,,
532,532,17.0,,,,,,,,,
533,533,18.0,,,,,,,,,
534,534,19.0,24.4,29.4,20.8,72.0,0.0,6.9,9.8,11.1,
535,535,20.0,24.7,29.2,21.2,71.0,0.0,7.4,9.1,11.1,
536,536,21.0,25.3,30.4,21.2,69.0,0.0,6.6,8.7,11.1,
537,537,22.0,,,,,,,,,
538,538,23.0,,,,,,,,,
539,539,24.0,,,,,,,,,
540,540,25.0,26.0,32.0,21.4,61.0,0.0,6.9,5.7,7.6,
541,541,26.0,26.6,33.0,21.4,60.0,0.0,6.9,4.3,5.4,
542,542,27.0,27.4,33.6,22.2,58.0,0.0,7.7,2.4,3.5,
543,543,28.0,,,,,,,,,
544,544,29.0,,,,,,,,,
545,545,30.0,,,,,,,,,
546,546,1.0,24.9,31.3,21.1,75.0,22.61,6.9,5.9,9.4,
547,547,2.0,25.4,30.6,21.8,69.0,0.0,6.9,5.2,7.6,
548,548,3.0,25.5,30.8,20.8,64.0,0.0,6.9,6.9,14.8,
549,549,4.0,,,,,,,,,
550,550,5.0,,,,,,,,,
551,551,6.0,,,,,,,,,
552,552,7.0,23.1,27.5,20.8,81.0,1.02,6.9,6.3,11.1,
553,553,8.0,22.6,27.5,20.3,82.0,0.0,6.9,5.2,9.4,
554,554,9.0,22.7,28.6,19.9,83.0,1.02,6.9,5.6,7.6,
555,555,10.0,,,,,,,,,
556,556,11.0,,,,,,,,,
557,557,12.0,,,,,,,,,
558,558,13.0,-,-,-,-,-,-,-,-,
559,559,14.0,23.6,27.1,20.3,76.0,9.91,6.6,8.7,14.8,
560,560,15.0,23.0,26.6,21.0,80.0,0.0,5.8,9.6,14.8,
561,561,16.0,24.0,28.5,20.6,74.0,-,9.2,7.6,16.5,
562,562,17.0,,,,,,,,,
563,563,18.0,,,,,,,,,
564,564,19.0,,,,,,,,,
565,565,20.0,23.3,28.4,20.0,77.0,1.27,6.3,6.7,11.1,
566,566,21.0,23.9,28.9,21.0,74.0,0.0,6.3,11.1,14.8,
567,567,22.0,23.2,28.0,21.4,81.0,8.89,6.6,7.4,14.8,
568,568,23.0,,,,,,,,,
569,569,24.0,,,,,,,,,
570,570,25.0,,,,,,,,,
571,571,26.0,24.1,29.4,20.4,78.0,0.0,6.9,6.3,7.6,
572,572,27.0,23.4,28.4,21.0,79.0,4.06,6.6,5.7,9.4,
573,573,28.0,23.7,27.7,21.0,75.0,-,6.9,9.4,13.0,
574,574,29.0,,,,,,,,,
575,575,30.0,,,,,,,,,
576,576,31.0,,,,,,,,,
577,577,1.0,22.9,28.4,20.5,85.0,1.78,5.5,7.6,11.1,
578,578,2.0,23.1,27.4,20.4,81.0,4.57,5.5,7.8,11.1,
579,579,3.0,23.2,28.2,21.0,81.0,0.0,5.5,7.4,14.8,
580,580,4.0,,,,,,,,,
581,581,5.0,,,,,,,,,
582,582,6.0,,,,,,,,,
583,583,7.0,23.6,27.8,20.8,73.0,0.0,8.2,7.2,11.1,
584,584,8.0,22.8,28.4,20.7,83.0,0.0,6.3,6.9,11.1,
585,585,9.0,23.6,29.2,20.2,79.0,0.0,6.9,6.9,9.4,
586,586,10.0,,,,,,,,,
587,587,11.0,,,,,,,,,
588,588,12.0,,,,,,,,,
589,589,13.0,22.8,28.0,20.4,84.0,0.0,6.9,5.2,9.4,
590,590,14.0,23.1,29.3,20.0,81.0,0.0,5.8,5.0,7.6,
591,591,15.0,24.1,29.5,20.0,74.0,7.11,9.2,4.4,5.4,
592,592,16.0,,,,,,,,,
593,593,17.0,,,,,,,,,
594,594,18.0,,,,,,,,,
595,595,19.0,24.1,28.8,20.2,83.0,11.18,6.9,2.2,7.6,
596,596,20.0,24.7,30.8,20.7,80.0,6.86,6.9,0.9,3.5,
597,597,21.0,25.4,30.8,20.4,78.0,32.0,6.9,0.9,3.5,
598,598,22.0,,,,,,,,,
599,599,23.0,,,,,,,,,
600,600,24.0,,,,,,,,,
601,601,25.0,23.7,29.6,20.5,79.0,0.0,6.9,6.7,9.4,
602,602,26.0,23.2,28.0,20.2,75.0,1.02,6.9,8.0,9.4,
603,603,27.0,21.8,28.0,20.1,85.0,0.51,5.5,7.2,9.4,
604,604,28.0,,,,,,,,,
605,605,29.0,,,,,,,,,
606,606,30.0,,,,,,,,,
607,607,31.0,22.6,27.4,19.8,79.0,-,6.9,7.8,9.4,
608,608,1.0,22.7,27.4,20.4,80.0,1.52,6.9,7.2,9.4,
609,609,2.0,22.5,27.2,20.0,84.0,0.25,6.9,5.6,9.4,
610,610,3.0,23.1,26.8,19.7,79.0,0.51,7.7,6.7,9.4,
611,611,4.0,,,,,,,,,
612,612,5.0,,,,,,,,,
613,613,6.0,,,,,,,,,
614,614,7.0,23.3,28.7,20.3,77.0,0.0,6.9,6.3,9.4,
615,615,8.0,23.2,28.9,19.8,71.0,0.0,6.3,9.1,11.1,
616,616,9.0,24.0,29.9,19.1,69.0,0.0,6.9,7.8,11.1,
617,617,10.0,,,,,,,,,
618,618,11.0,,,,,,,,,
619,619,12.0,,,,,,,,,
620,620,13.0,24.3,30.3,20.5,67.0,0.0,8.5,5.2,7.6,
621,621,14.0,23.4,29.9,20.6,74.0,-,6.9,5.0,9.4,
622,622,15.0,23.9,29.4,21.0,73.0,-,6.3,7.0,14.8,
623,623,16.0,,,,,,,,,
624,624,17.0,,,,,,,,,
625,625,18.0,,,,,,,,,
626,626,19.0,23.4,27.8,20.6,79.0,0.0,6.9,5.9,9.4,
