,Unnamed: 0,day,avg_temp,max_temp,min_temp,rel_humidity,total_rainfall,avg_visibility,avg_windspeed,max_windspeed,PM2.5
0,0,1.0,23.4,30.3,19.0,59.0,0.0,6.3,4.3,5.4,
1,1,2.0,22.4,30.3,16.9,57.0,0.0,6.9,3.3,7.6,
2,2,3.0,24.0,31.8,16.9,51.0,0.0,6.9,2.8,5.4,
3,3,4.0,,,,,,,,,
4,4,5.0,,,,,,,,,
5,5,6.0,,,,,,,,,
6,6,7.0,22.8,30.2,17.6,55.0,0.0,7.7,3.7,7.6,
7,7,8.0,23.1,30.6,17.4,46.0,0.0,6.9,3.3,5.4,
8,8,9.0,22.9,30.6,17.4,51.0,0.0,6.9,3.5,3.5,
9,9,10.0,,,,,,,,,
10,10,11.0,,,,,,,,,
11,11,12.0,,,,,,,,,
12,12,13.0,22.3,30.1,15.7,43.0,0.0,6.9,2.8,5.4,
13,13,14.0,21.8,30.6,14.8,41.0,0.0,6.9,1.9,5.4,
14,14,15.0,21.6,30.6,14.2,43.0,0.0,6.9,3.1,7.6,
15,15,16.0,,,,,,,,,
16,16,17.0,,,,,,,,,
17,17,18.0,,,,,,,,,
18,18,19.0,21.6,29.6,16.4,58.0,0.0,6.9,2.2,3.5,
19,19,20.0,21.9,29.6,16.6,58.0,0.0,6.9,2.4,5.4,
20,20,21.0,22.3,29.9,17.5,55.0,0.0,6.9,3.1,5.4,
21,21,22.0,,,,,,,,,
22,22,23.0,,,,,,,,,
23,23,24.0,,,,,,,,,
24,24,25.0,21.6,29.1,15.5,47.0,0.0,7.7,4.8,7.6,
25,25,26.0,21.8,29.2,14.6,41.0,0.0,6.9,2.8,3.5,
26,26,27.0,22.3,30.1,15.6,40.0,0.0,6.9,2.4,5.4,
27,27,28.0,,,,,,,,,
28,28,29.0,,,,,,,,,
29,29,30.0,,,,,,,,,
30,30,31.0,22.1,29.8,17.3,54.0,0.0,6.9,5.2,9.4,
31,31,1.0,21.6,29.2,15.3,51.0,0.0,6.9,3.9,5.4,
32,32,2.0,21.4,29.2,15.2,45.0,0.0,6.9,2.8,5.4,
33,33,3.0,21.8,29.6,14.4,37.0,0.0,7.4,2.2,3.5,
34,34,4.0,,,,,,,,,
35,35,5.0,,,,,,,,,
36,36,6.0,,,,,,,,,
37,37,7.0,24.6,32.2,18.8,55.0,0.0,6.9,2.2,3.5,
38,38,8.0,24.6,32.2,21.0,63.0,0.51,5.5,3.9,9.4,
39,39,9.0,23.9,31.6,19.0,51.0,0.0,6.6,5.9,9.4,
40,40,10.0,,,,,,,,,
41,41,11.0,,,,,,,,,
42,42,12.0,,,,,,,,,
43,43,13.0,24.5,31.5,18.9,49.0,0.0,6.9,4.8,9.4,
44,44,14.0,23.9,31.5,19.7,64.0,0.0,6.3,5.2,9.4,
45,45,15.0,24.3,31.4,20.2,68.0,0.0,6.9,3.5,5.4,
46,46,16.0,,,,,,,,,
47,47,17.0,,,,,,,,,
48,48,18.0,,,,,,,,,
49,49,19.0,24.8,31.8,20.5,62.0,0.0,6.3,2.0,5.4,
50,50,20.0,24.5,32.2,19.7,59.0,0.0,6.6,3.9,5.4,
51,51,21.0,24.3,32.2,18.0,47.0,0.0,6.9,5.0,9.4,
52,52,22.0,,,,,,,,,
53,53,23.0,,,,,,,,,
54,54,24.0,,,,,,,,,
55,55,25.0,24.1,33.4,15.9,29.0,0.0,7.7,3.5,5.4,
56,56,26.0,24.7,32.4,16.3,30.0,0.0,6.9,5.0,9.4,
57,57,27.0,24.7,32.4,16.9,32.0,0.0,6.9,0.9,3.5,
58,58,28.0,,,,,,,,,
59,59,1.0,25.5,33.0,18.5,26.0,0.0,6.9,3.9,5.4,
60,60,2.0,25.5,33.0,18.9,34.0,0.0,6.9,4.6,7.6,
61,61,3.0,25.3,33.2,18.5,31.0,0.0,6.9,3.5,5.4,
62,62,4.0,,,,,,,,,
63,63,5.0,,,,,,,,,
64,64,6.0,,,,,,,,,
65,65,7.0,24.0,30.4,21.0,71.0,0.0,6.3,5.2,5.4,
66,66,8.0,25.4,32.0,20.0,56.0,0.51,6.9,3.5,5.4,
67,67,9.0,25.8,34.1,20.3,51.0,0.0,6.6,1.5,3.5,
68,68,10.0,,,,,,,,,
69,69,11.0,,,,,,,,,
70,70,12.0,,,,,,,,,
71,71,13.0,27.1,34.8,20.2,30.0,0.0,6.9,3.1,5.4,
72,72,14.0,26.8,34.7,20.7,34.0,0.0,6.9,2.4,5.4,
73,73,15.0,25.3,34.2,18.9,40.0,0.0,6.9,3.9,5.4,
74,74,16.0,,,,,,,,,
75,75,17.0,,,,,,,,,
76,76,18.0,,,,,,,,,
77,77,19.0,26.9,34.6,19.9,37.0,0.0,6.9,5.0,5.4,
78,78,20.0,27.1,34.6,20.4,39.0,0.0,6.9,5.0,7.6,
79,79,21.0,26.8,34.5,20.5,32.0,0.0,6.9,4.6,7.6,
80,80,22.0,,,,,,,,,
81,81,23.0,,,,,,,,,
82,82,24.0,,,,,,,,,
83,83,25.0,28.1,34.8,21.3,44.0,0.0,6.3,3.9,7.6,
84,84,26.0,28.8,35.4,23.2,44.0,0.0,6.9,4.3,5.4,
85,85,27.0,28.5,35.8,22.9,39.0,0.0,6.9,3.7,7.6,
86,86,28.0,,,,,,,,,
87,87,29.0,,,,,,,,,
88,88,30.0,,,,,,,,,
89,89,31.0,28.1,36.5,22.4,57.0,0.0,6.9,3.1,5.4,
90,90,1.0,27.2,36.5,20.7,58.0,11.94,6.9,4.3,7.6,
91,91,2.0,26.9,34.9,22.2,54.0,0.0,6.9,5.0,11.1,
92,92,3.0,27.8,34.9,22.1,58.0,1.02,6.9,3.5,7.6,
93,93,4.0,,,,,,,,,
94,94,5.0,,,,,,,,,
95,95,6.0,,,,,,,,,
96,96,7.0,29.9,36.8,23.3,41.0,0.0,6.9,3.7,7.6,
97,97,8.0,29.4,36.8,24.4,44.0,0.0,6.9,2.0,7.6,
98,98,9.0,29.6,36.0,24.5,42.0,0.0,6.9,3.9,7.6,
99,99,10.0,,,,,,,,,
100,100,11.0,,,,,,,,,
101,101,12.0,,,,,,,,,
102,102,13.0,27.7,36.2,21.4,42.0,0.0,6.9,3.5,3.5,
103,103,14.0,29.2,35.9,23.1,50.0,0.0,6.9,3.9,7.6,
104,104,15.0,27.5,35.9,22.6,56.0,-,6.3,5.9,11.1,
105,105,16.0,,,,,,,,,
106,106,17.0,,,,,,,,,
107,107,18.0,,,,,,,,,
108,108,19.0,28.2,35.8,22.5,50.0,0.0,6.9,5.0,7.6,
109,109,20.0,28.9,35.7,23.3,45.0,0.0,6.9,3.5,5.4,
110,110,21.0,28.2,35.7,22.6,53.0,0.0,6.9,4.6,5.4,
111,111,22.0,,,,,,,,,
112,112,23.0,,,,,,,,,
113,113,24.0,,,,,,,,,
114,114,25.0,28.4,34.7,23.3,54.0,0.0,6.9,3.3,5.4,
115,115,26.0,28.2,34.5,24.4,56.0,0.0,6.9,3.0,5.4,
116,116,27.0,28.4,35.3,23.3,56.0,0.0,7.7,3.3,5.4,
117,117,28.0,,,,,,,,,
118,118,29.0,,,,,,,,,
119,119,30.0,,,,,,,,,
120,120,1.0,28.7,37.0,22.7,43.0,0.0,6.9,3.5,5.4,
121,121,2.0,29.6,37.6,24.0,51.0,0.0,6.9,4.8,7.6,
122,122,3.0,28.3,37.6,24.0,58.0,0.51,6.9,6.5,11.1,
123,123,4.0,,,,,,,,,
124,124,5.0,,,,,,,,,
125,125,6.0,,,,,,,,,
126,126,7.0,28.8,35.1,24.3,58.0,0.0,6.9,4.6,5.4,
127,127,8.0,28.0,35.1,23.4,61.0,0.0,6.9,5.9,7.6,
128,128,9.0,26.9,35.3,22.2,63.0,1.02,6.9,4.3,7.6,
129,129,10.0,,,,,,,,,
130,130,11.0,,,,,,,,,
131,131,12.0,,,,,,,,,
132,132,13.0,26.1,32.1,22.1,68.0,0.0,6.9,4.4,5.4,
133,133,14.0,26.3,32.1,21.9,63.0,0.0,6.9,6.5,11.1,
134,134,15.0,26.4,33.8,21.6,58.0,0.0,7.6,5.6,7.6,
135,135,16.0,,,,,,,,,
136,136,17.0,,,,,,,,,
137,137,18.0,,,,,,,,,
138,138,19.0,26.2,35.7,22.4,71.0,4.06,6.9,3.0,5.4,
139,139,20.0,25.2,33.8,21.4,75.0,13.97,6.3,5.0,7.6,
140,140,21.0,27.3,34.0,20.9,64.0,0.0,6.9,5.0,9.4,
141,141,22.0,,,,,,,,,
142,142,23.0,,,,,,,,,
143,143,24.0,,,,,,,,,
144,144,25.0,26.5,33.5,22.0,58.0,0.0,6.3,8.0,11.1,
145,145,26.0,26.6,33.0,22.0,62.0,0.0,6.9,6.3,7.6,
146,146,27.0,25.5,33.0,20.6,66.0,0.0,6.9,6.3,7.6,
147,147,28.0,,,,,,,,,
148,148,29.0,,,,,,,,,
149,149,30.0,,,,,,,,,
150,150,31.0,23.7,31.3,20.8,81.0,30.99,5.8,2.8,5.4,
151,151,1.0,21.8,29.4,20.0,90.0,-,5.5,6.1,7.6,
152,152,2.0,22.3,27.6,20.0,86.0,12.95,5.5,6.1,9.4,
153,153,3.0,22.3,27.6,19.2,85.0,5.08,5.5,6.3,7.6,
154,154,4.0,,,,,,,,,
155,155,5.0,,,,,,,,,
156,156,6.0,,,,,,,,,
157,157,7.0,23.8,29.9,21.0,80.0,0.0,6.9,8.7,11.1,
158,158,8.0,23.0,28.8,20.1,77.0,2.03,6.3,8.1,11.1,
159,159,9.0,23.8,28.4,20.1,70.0,0.0,6.9,12.4,18.3,
160,160,10.0,,,,,,,,,
161,161,11.0,,,,,,,,,
162,162,12.0,,,,,,,,,
163,163,13.0,23.7,28.3,20.0,69.0,0.0,6.9,11.3,14.8,
164,164,14.0,23.7,28.3,20.5,70.0,0.0,6.3,9.8,16.5,
165,165,15.0,23.4,28.6,20.0,74.0,0.0,6.9,9.6,11.1,
166,166,16.0,,,,,,,,,
167,167,17.0,,,,,,,,,
168,168,18.0,,,,,,,,,
169,169,19.0,24.3,29.2,20.2,71.0,0.0,7.4,8.5,11.1,
170,170,20.0,23.6,30.2,20.3,74.0,0.0,6.9,7.2,9.4,
171,171,21.0,23.4,30.2,20.0,78.0,6.1,6.9,5.0,5.4,
172,172,22.0,,,,,,,,,
173,173,23.0,,,,,,,,,
174,174,24.0,,,,,,,,,
175,175,25.0,23.4,28.4,20.6,77.0,0.0,6.9,8.9,18.3,
176,176,26.0,22.4,27.8,20.4,87.0,0.0,6.9,5.2,5.4,
177,177,27.0,23.5,28.5,20.6,75.0,14.99,6.9,5.7,7.6,
178,178,28.0,,,,,,,,,
179,179,29.0,,,,,,,,,
180,180,30.0,,,,,,,,,
181,181,1.0,23.7,29.2,19.4,70.0,0.0,6.9,8.5,14.8,
182,182,2.0,22.6,29.2,19.8,79.0,0.0,5.5,6.9,11.1,
183,183,3.0,22.2,28.1,19.9,83.0,3.05,6.9,6.7,11.1,
184,184,4.0,,,,,,,,,
185,185,5.0,,,,,,,,,
186,186,6.0,,,,,,,,,
187,187,7.0,23.3,29.6,20.6,76.0,10.92,6.3,5.0,9.4,
188,188,8.0,23.8,28.7,20.5,73.0,0.0,6.9,5.7,9.4,
189,189,9.0,22.6,28.8,20.4,82.0,0.0,6.9,5.6,7.6,
190,190,10.0,,,,,,,,,
191,191,11.0,,,,,,,,,
192,192,12.0,,,,,,,,,
193,193,13.0,22.2,27.3,20.2,84.0,0.0,6.3,5.9,9.4,
194,194,14.0,23.1,27.4,19.8,79.0,6.1,6.3,5.0,7.6,
195,195,15.0,23.1,28.3,20.2,81.0,3.05,5.8,4.6,7.6,
196,196,16.0,,,,,,,,,
197,197,17.0,,,,,,,,,
198,198,18.0,,,,,,,,,
199,199,19.0,21.4,27.0,19.7,90.0,9.91,6.3,5.4,7.6,
200,200,20.0,21.3,27.0,19.7,93.0,49.02,6.3,5.4,7.6,
201,201,21.0,22.5,26.0,19.9,84.0,5.08,6.3,5.9,7.6,
202,202,22.0,,,,,,,,,
203,203,23.0,,,,,,,,,
204,204,24.0,,,,,,,,,
205,205,25.0,23.1,27.6,19.8,75.0,1.02,6.9,9.8,11.1,
206,206,26.0,22.6,27.6,20.0,77.0,0.0,6.9,8.1,11.1,
207,207,27.0,22.3,27.4,19.7,84.0,0.76,6.9,6.7,11.1,
208,208,28.0,,,,,,,,,
209,209,29.0,,,,,,,,,
210,210,30.0,,,,,,,,,
211,211,31.0,22.0,26.9,20.0,76.0,0.0,6.9,11.7,22.2,
212,212,1.0,22.4,26.2,20.0,79.0,0.0,6.6,9.8,14.8,
213,213,2.0,23.2,28.4,20.1,78.0,0.25,6.9,9.8,11.1,
214,214,3.0,22.7,28.4,20.2,80.0,0.0,6.3,6.7,11.1,
215,215,4.0,,,,,,,,,
216,216,5.0,,,,,,,,,
217,217,6.0,,,,,,,,,
218,218,7.0,23.4,28.0,20.1,76.0,0.0,6.9,6.3,7.6,
219,219,8.0,23.9,29.5,20.6,74.0,0.0,6.3,6.1,9.4,
220,220,9.0,23.7,29.5,20.9,76.0,0.0,6.9,6.3,9.4,
221,221,10.0,,,,,,,,,
222,222,11.0,,,,,,,,,
223,223,12.0,,,,,,,,,
224,224,13.0,22.9,27.8,20.4,83.0,0.0,6.3,4.4,5.4,
225,225,14.0,21.3,27.8,19.8,88.0,7.87,5.5,4.6,7.6,
226,226,15.0,20.7,25.1,19.0,89.0,21.34,6.9,4.4,5.4,
227,227,16.0,,,,,,,,,
228,228,17.0,,,,,,,,,
229,229,18.0,,,,,,,,,
230,230,19.0,22.6,26.8,19.6,81.0,1.52,6.3,8.5,14.8,
231,231,20.0,22.4,26.7,19.7,81.0,0.0,5.5,6.7,9.4,
232,232,21.0,22.7,28.4,20.1,77.0,5.59,6.9,6.7,7.6,
233,233,22.0,,,,,,,,,
234,234,23.0,,,,,,,,,
235,235,24.0,,,,,,,,,
236,236,25.0,22.4,26.7,19.5,82.0,14.48,6.3,5.2,7.6,
237,237,26.0,23.9,29.0,19.5,73.0,0.25,6.3,4.6,7.6,
238,238,27.0,24.2,29.7,19.9,69.0,0.0,6.9,3.9,5.4,
239,239,28.0,,,,,,,,,
240,240,29.0,,,,,,,,,
241,241,30.0,,,,,,,,,
242,242,31.0,24.6,30.1,21.9,77.0,1.52,6.9,1.5,5.4,
243,243,1.0,24.3,30.8,19.2,72.0,22.86,6.9,0.9,3.5,
244,244,2.0,23.9,31.4,19.0,76.0,79.76,6.9,1.5,5.4,
245,245,3.0,22.9,31.4,19.5,80.0,12.45,6.9,3.7,11.1,
246,246,4.0,,,,,,,,,
247,247,5.0,,,,,,,,,
248,248,6.0,,,,,,,,,
249,249,7.0,22.2,27.7,20.0,85.0,0.0,6.3,4.8,7.6,
250,250,8.0,21.8,25.4,19.5,89.0,3.05,5.5,2.8,5.4,
251,251,9.0,21.7,25.4,19.1,84.0,60.71,5.5,3.3,5.4,
252,252,10.0,,,,,,,,,
253,253,11.0,,,,,,,,,
254,254,12.0,,,,,,,,,
255,255,13.0,22.9,27.4,19.8,87.0,42.42,6.6,4.1,5.4,
256,256,14.0,23.2,27.5,20.5,87.0,27.18,6.9,3.0,5.4,
257,257,15.0,23.0,27.5,20.6,84.0,1.52,4.8,4.4,5.4,
258,258,16.0,,,,,,,,,
259,259,17.0,,,,,,,,,
260,260,18.0,,,,,,,,,
261,261,19.0,23.2,28.8,20.5,81.0,0.0,6.3,7.6,11.1,
262,262,20.0,22.1,28.4,20.6,85.0,0.0,6.9,8.0,18.3,
263,263,21.0,23.1,27.9,20.2,80.0,1.78,6.9,5.9,11.1,
264,264,22.0,,,,,,,,,
265,265,23.0,,,,,,,,,
266,266,24.0,,,,,,,,,
267,267,25.0,23.8,28.3,19.4,73.0,0.0,7.7,3.9,5.4,
268,268,26.0,24.7,30.4,19.5,68.0,0.0,9.2,5.0,7.6,
269,269,27.0,24.9,30.8,20.0,64.0,0.0,7.7,4.4,7.6,
270,270,28.0,,,,,,,,,
271,271,29.0,,,,,,,,,
272,272,30.0,,,,,,,,,
273,273,1.0,23.8,29.5,19.6,73.0,0.0,6.9,5.0,7.6,
274,274,2.0,24.2,29.5,21.1,73.0,0.0,6.9,6.3,11.1,
275,275,3.0,23.6,28.9,20.3,72.0,0.0,6.3,4.8,7.6,
276,276,4.0,,,,,,,,,
277,277,5.0,,,,,,,,,
278,278,6.0,,,,,,,,,
279,279,7.0,24.8,30.0,20.2,73.0,-,7.7,4.1,5.4,
280,280,8.0,23.9,30.0,21.1,81.0,6.6,6.3,3.1,5.4,
281,281,9.0,23.2,28.4,19.2,80.0,22.35,6.3,3.7,9.4,
282,282,10.0,,,,,,,,,
283,283,11.0,,,,,,,,,
284,284,12.0,,,,,,,,,
285,285,13.0,23.9,28.9,20.0,71.0,0.0,6.9,6.7,7.6,
286,286,14.0,24.9,30.8,20.6,70.0,0.0,6.9,4.8,7.6,
287,287,15.0,24.1,30.8,21.6,79.0,-,6.3,3.3,5.4,
288,288,16.0,,,,,,,,,
289,289,17.0,,,,,,,,,
290,290,18.0,,,,,,,,,
291,291,19.0,24.4,30.5,20.3,72.0,0.0,6.9,1.5,7.6,
292,292,20.0,21.9,30.4,20.1,81.0,3.3,6.3,0.9,5.4,
293,293,21.0,21.5,27.2,19.5,85.0,1.02,6.9,2.6,7.6,
294,294,22.0,,,,,,,,,
295,295,23.0,,,,,,,,,
296,296,24.0,,,,,,,,,
297,297,25.0,23.2,27.0,20.7,81.0,5.59,6.3,3.3,5.4,
298,298,26.0,23.4,29.4,20.7,78.0,0.0,6.9,4.3,5.4,
299,299,27.0,23.3,29.4,19.8,80.0,23.37,5.5,3.5,5.4,
300,300,28.0,,,,,,,,,
301,301,29.0,,,,,,,,,
302,302,30.0,,,,,,,,,
303,303,31.0,23.4,28.7,18.6,71.0,0.0,6.3,1.3,5.4,
304,304,1.0,24.2,29.6,19.6,73.0,0.0,6.9,2.2,5.4,
305,305,2.0,23.3,29.6,19.9,80.0,2.03,5.8,3.9,7.6,
306,306,3.0,22.9,29.0,20.0,78.0,0.76,6.0,4.3,7.6,
307,307,4.0,,,,,,,,,
308,308,5.0,,,,,,,,,
309,309,6.0,,,,,,,,,
310,310,7.0,23.3,29.0,19.0,69.0,0.0,6.3,2.8,5.4,
311,311,8.0,22.2,29.0,18.4,69.0,0.0,6.9,1.5,5.4,
312,312,9.0,22.2,28.2,17.3,68.0,0.0,6.9,2.2,5.4,
313,313,10.0,,,,,,,,,
314,314,11.0,,,,,,,,,
315,315,12.0,,,,,,,,,
316,316,13.0,21.8,28.6,18.5,71.0,0.0,6.3,0.0,-,
317,317,14.0,22.0,28.0,17.8,67.0,0.0,5.5,1.1,3.5,
318,318,15.0,21.4,28.0,15.6,63.0,0.0,6.3,1.1,3.5,
319,319,16.0,,,,,,,,,
320,320,17.0,,,,,,,,,
321,321,18.0,,,,,,,,,
322,322,19.0,22.4,29.0,16.8,74.0,0.0,6.3,1.9,3.5,
323,323,20.0,22.3,29.0,18.2,68.0,0.0,6.3,1.3,3.5,
324,324,21.0,22.7,30.0,16.5,65.0,0.0,6.9,1.1,3.5,
325,325,22.0,,,,,,,,,
326,326,23.0,,,,,,,,,
327,327,24.0,,,,,,,,,
328,328,25.0,22.5,28.5,19.8,80.0,0.51,6.3,2.0,5.4,
329,329,26.0,23.1,29.2,19.2,74.0,2.29,6.9,1.1,5.4,
330,330,27.0,22.7,29.2,18.8,67.0,0.0,6.9,0.4,3.5,
331,331,28.0,,,,,,,,,
332,332,29.0,,,,,,,,,
333,333,30.0,,,,,,,,,
334,334,1.0,23.1,29.9,20.0,76.0,0.25,6.9,3.1,5.4,
335,335,2.0,22.5,28.3,19.4,74.0,0.0,7.7,2.4,5.4,
336,336,3.0,21.9,28.0,18.4,67.0,0.0,6.9,3.1,5.4,
337,337,4.0,,,,,,,,,
338,338,5.0,,,,,,,,,
339,339,6.0,,,,,,,,,
340,340,7.0,20.2,28.4,15.7,67.0,0.0,6.3,1.9,3.5,
341,341,8.0,21.3,28.0,16.8,68.0,0.0,6.9,0.9,3.5,
342,342,9.0,21.2,28.7,15.9,54.0,0.0,6.9,0.7,5.4,
343,343,10.0,,,,,,,,,
344,344,11.0,,,,,,,,,
345,345,12.0,,,,,,,,,
346,346,13.0,22.3,27.0,18.6,71.0,0.0,6.3,3.5,5.4,
347,347,14.0,22.6,27.7,19.5,75.0,0.0,6.3,3.5,5.4,
348,348,15.0,22.3,30.3,16.0,56.0,0.0,6.0,1.3,3.5,
349,349,16.0,,,,,,,,,
350,350,17.0,,,,,,,,,
351,351,18.0,,,,,,,,,
352,352,19.0,20.2,27.2,14.7,66.0,0.0,6.9,0.9,3.5,
353,353,20.0,20.4,28.9,14.5,65.0,0.0,6.8,1.3,3.5,
354,354,21.0,20.6,28.9,14.9,61.0,0.0,6.9,3.1,3.5,
355,355,22.0,,,,,,,,,
356,356,23.0,,,,,,,,,
357,357,24.0,,,,,,,,,
358,358,25.0,20.8,27.3,15.6,70.0,0.0,6.0,3.5,5.4,
359,359,26.0,19.9,27.3,14.9,68.0,0.0,6.3,3.3,5.4,
360,360,27.0,20.6,27.4,16.0,65.0,0.0,6.3,3.9,7.6,
361,361,28.0,,,,,,,,,
362,362,29.0,,,,,,,,,
363,363,30.0,,,,,,,,,
364,364,31.0,20.1,27.5,14.9,67.0,0.0,6.9,4.3,5.4,
365,365,1.0,20.3,26.4,16.0,70.0,0.0,6.3,3.1,3.5,
366,366,2.0,20.1,26.4,16.6,70.0,0.0,5.5,2.8,3.5,
367,367,3.0,21.2,28.4,15.0,67.0,0.0,6.9,2.4,5.4,
368,368,4.0,,,,,,,,,
369,369,5.0,,,,,,,,,
370,370,6.0,,,,,,,,,
371,371,7.0,21.4,30.8,15.0,53.0,0.0,6.9,2.8,3.5,
372,372,8.0,20.7,29.3,15.5,65.0,0.0,6.9,5.9,13.0,
373,373,9.0,21.0,28.0,15.8,67.0,0.0,6.3,4.3,5.4,
374,374,10.0,,,,,,,,,
375,375,11.0,,,,,,,,,
376,376,12.0,,,,,,,,,
377,377,13.0,22.0,30.6,15.6,57.0,0.0,6.9,5.0,5.4,
378,378,14.0,22.4,30.5,17.0,52.0,0.0,7.7,3.9,5.4,
379,379,15.0,22.1,29.5,16.3,59.0,0.0,6.9,3.3,5.4,
380,380,16.0,,,,,,,,,
381,381,17.0,,,,,,,,,
382,382,18.0,,,,,,,,,
383,383,19.0,21.8,28.5,16.9,68.0,0.0,6.9,5.0,5.4,
384,384,20.0,20.9,28.1,17.0,66.0,0.0,6.9,3.5,5.4,
385,385,21.0,20.4,27.4,15.2,61.0,0.0,6.9,3.9,5.4,
386,386,22.0,,,,,,,,,
387,387,23.0,,,,,,,,,
388,388,24.0,,,,,,,,,
389,389,25.0,22.0,29.5,16.9,58.0,0.0,6.9,3.9,5.4,
390,390,26.0,21.4,29.4,15.5,57.0,0.0,6.9,3.3,5.4,
391,391,27.0,21.0,27.7,16.4,61.0,0.0,6.9,3.7,7.6,
392,392,28.0,,,,,,,,,
393,393,29.0,,,,,,,,,
394,394,30.0,,,,,,,,,
395,395,31.0,22.0,29.4,15.4,56.0,0.0,6.9,2.8,7.6,
396,396,1.0,22.2,29.8,17.0,65.0,0.0,6.9,4.8,7.6,
397,397,2.0,22.7,29.7,18.0,59.0,0.0,6.9,3.1,5.4,
398,398,3.0,23.0,31.4,15.7,48.0,0.0,6.9,1.9,3.5,
399,399,4.0,,,,,,,,,
400,400,5.0,,,,,,,,,
401,401,6.0,,,,,,,,,
402,402,7.0,23.8,32.6,16.5,29.0,0.0,6.9,2.4,5.4,
403,403,8.0,23.6,32.1,15.5,35.0,0.0,6.9,2.0,5.4,
404,404,9.0,23.6,32.7,15.7,39.0,0.0,6.9,0.0,-,
405,405,10.0,,,,,,,,,
406,406,11.0,,,,,,,,,
407,407,12.0,,,,,,,,,
408,408,13.0,24.6,31.8,19.0,54.0,0.0,6.9,2.8,5.4,
409,409,14.0,24.3,31.6,19.2,60.0,0.0,6.3,2.4,5.4,
410,410,15.0,24.7,31.6,20.2,63.0,0.0,6.3,2.2,5.4,
411,411,16.0,,,,,,,,,
412,412,17.0,,,,,,,,,
413,413,18.0,,,,,,,,,
414,414,19.0,23.4,30.1,19.2,65.0,0.0,6.3,4.3,7.6,
415,415,20.0,23.0,30.1,19.1,65.0,0.0,6.3,3.5,3.5,
416,416,21.0,23.9,30.3,19.2,63.0,0.0,6.9,2.2,3.5,
417,417,22.0,,,,,,,,,
418,418,23.0,,,,,,,,,
419,419,24.0,,,,,,,,,
420,420,25.0,23.4,30.8,19.7,64.0,0.25,6.3,4.4,5.4,
421,421,26.0,24.2,32.0,19.3,49.0,0.0,6.9,4.4,5.4,
422,422,27.0,24.5,32.0,17.6,50.0,0.0,6.9,3.1,5.4,
423,423,28.0,,,,,,,,,
424,424,1.0,23.8,31.1,19.9,71.0,0.0,6.9,5.0,7.6,
425,425,2.0,24.9,32.0,19.3,64.0,4.06,6.9,3.9,5.4,
426,426,3.0,23.8,32.0,20.2,67.0,0.0,6.9,5.2,7.6,
427,427,4.0,,,,,,,,,
428,428,5.0,,,,,,,,,
429,429,6.0,,,,,,,,,
430,430,7.0,23.9,30.6,19.9,67.0,0.51,6.9,4.6,5.4,
431,431,8.0,24.6,31.6,18.6,61.0,0.76,6.9,4.1,7.6,
432,432,9.0,24.2,31.6,18.2,54.0,0.0,6.8,5.4,7.6,
433,433,10.0,,,,,,,,,
434,434,11.0,,,,,,,,,
435,435,12.0,,,,,,,,,
436,436,13.0,24.9,31.8,16.6,35.0,0.0,6.9,3.5,5.4,
437,437,14.0,25.3,32.8,19.0,31.0,0.0,6.9,4.1,7.6,
438,438,15.0,25.6,33.1,17.1,31.0,0.0,6.9,3.1,5.4,
439,439,16.0,,,,,,,,,
440,440,17.0,,,,,,,,,
441,441,18.0,,,,,,,,,
442,442,19.0,27.1,35.4,18.7,31.0,0.0,6.9,3.5,5.4,
443,443,20.0,28.2,35.9,20.8,33.0,0.0,7.7,0.9,3.5,
444,444,21.0,27.9,35.9,22.4,42.0,0.0,6.9,1.1,5.4,
445,445,22.0,,,,,,,,,
446,446,23.0,,,,,,,,,
447,447,24.0,,,,,,,,,
448,448,25.0,27.6,35.3,20.5,37.0,0.0,6.9,2.4,5.4,
449,449,26.0,27.3,35.3,20.3,38.0,0.0,6.9,2.6,7.6,
450,450,27.0,26.8,34.6,19.4,33.0,0.0,6.9,2.2,5.4,
451,451,28.0,,,,,,,,,
452,452,29.0,,,,,,,,,
453,453,30.0,,,,,,,,,
454,454,31.0,28.6,36.0,23.5,33.0,0.0,6.9,1.3,3.5,
455,455,1.0,28.3,35.8,21.9,49.0,0.0,6.9,2.8,3.5,
456,456,2.0,29.2,35.8,23.4,43.0,0.0,6.9,3.3,7.6,
457,457,3.0,28.9,36.0,23.3,40.0,0.0,6.9,3.3,5.4,
458,458,4.0,,,,,,,,,
459,459,5.0,,,,,,,,,
460,460,6.0,,,,,,,,,
461,461,7.0,28.6,36.2,22.3,38.0,0.0,6.9,2.4,5.4,
462,462,8.0,28.5,36.4,22.6,47.0,0.0,6.9,4.3,7.6,
463,463,9.0,25.7,36.4,20.4,59.0,8.89,6.6,3.9,5.4,
464,464,10.0,,,,,,,,,
465,465,11.0,,,,,,,,,
466,466,12.0,,,,,,,,,
467,467,13.0,27.1,34.5,22.3,59.0,0.0,6.9,3.0,3.5,
468,468,14.0,27.7,34.5,23.1,56.0,5.08,6.9,2.8,7.6,
469,469,15.0,27.6,34.0,22.7,56.0,0.0,6.9,3.0,5.4,
470,470,16.0,,,,,,,,,
471,471,17.0,,,,,,,,,
472,472,18.0,,,,,,,,,
473,473,19.0,28.6,35.4,22.2,47.0,0.51,6.9,2.4,5.4,
