Date,PM2.5
2013-07-25,33.166666666666664
2013-07-26,38.25
2013-07-27,26.583333333333332
2013-07-28,57.583333333333336
2013-07-29,30.708333333333332
2013-07-30,35.375
2013-07-31,15.416666666666666
2013-08-01,41.375
2013-08-02,25.541666666666668
2013-08-03,28.375
2013-08-04,40.333333333333336
2013-08-05,39.333333333333336
2013-08-06,41.833333333333336
2013-08-07,50.333333333333336
2013-08-08,35.375
2013-08-09,31.916666666666668
2013-08-10,36.791666666666664
2013-08-11,33.291666666666664
2013-08-12,35.5
2013-08-13,35.291666666666664
2013-08-14,26.833333333333332
2013-08-15,21.125
2013-08-16,18.0
2013-08-17,28.041666666666668
2013-08-18,34.875
2013-08-19,35.708333333333336
2013-08-20,43.583333333333336
2013-08-21,46.041666666666664
2013-08-22,28.75
2013-08-23,70.54166666666667
2013-08-24,58.541666666666664
2013-08-25,82.875
2013-08-26,64.91666666666667
2013-08-27,30.666666666666668
2013-08-28,31.75
2013-08-29,41.041666666666664
2013-08-30,45.25
2013-08-31,34.416666666666664
2013-09-01,33.166666666666664
2013-09-02,30.625
2013-09-03,30.333333333333332
2013-09-04,31.75
2013-09-05,34.208333333333336
2013-09-06,11.625
2013-09-07,0.0
2013-09-08,0.0
2013-09-09,0.0
2013-09-10,0.0
2013-09-11,0.0
2013-09-12,26.166666666666668
2013-09-13,76.875
2013-09-14,83.45833333333333
2013-09-15,71.66666666666667
2013-09-16,65.625
2013-09-17,53.375
2013-09-18,56.083333333333336
2013-09-19,69.70833333333333
2013-09-20,62.375
2013-09-21,24.875
2013-09-22,37.333333333333336
2013-09-23,50.125
2013-09-24,46.541666666666664
2013-09-25,43.958333333333336
2013-09-26,41.5
2013-09-27,38.791666666666664
2013-09-28,48.916666666666664
2013-09-29,76.91666666666667
2013-09-30,34.458333333333336
2013-10-01,30.333333333333332
2013-10-02,26.666666666666668
2013-10-03,29.0
2013-10-04,34.25
2013-10-05,62.708333333333336
2013-10-06,65.08333333333333
2013-10-07,61.708333333333336
2013-10-08,60.541666666666664
2013-10-09,41.583333333333336
2013-10-10,50.916666666666664
2013-10-11,40.958333333333336
2013-10-12,60.666666666666664
2013-10-13,80.04166666666667
2013-10-14,82.83333333333333
2013-10-15,95.25
2013-10-16,115.83333333333333
2013-10-17,149.66666666666666
2013-10-18,145.58333333333334
2013-10-19,126.16666666666667
2013-10-20,136.70833333333334
2013-10-21,160.66666666666666
2013-10-22,173.58333333333334
2013-10-23,168.625
2013-10-24,174.66666666666666
2013-10-25,245.66666666666666
2013-10-26,261.6666666666667
2013-10-27,272.4166666666667
2013-10-28,226.29166666666666
2013-10-29,291.7083333333333
2013-10-30,207.33333333333334
2013-10-31,149.625
2013-11-01,99.70833333333333
2013-11-02,217.375
2013-11-03,309.375
2013-11-04,166.91666666666666
2013-11-05,429.1666666666667
2013-11-06,332.4583333333333
2013-11-07,321.5416666666667
2013-11-08,278.0
2013-11-09,192.33333333333334
2013-11-10,235.33333333333334
2013-11-11,153.29166666666666
2013-11-12,171.54166666666666
2013-11-13,224.16666666666666
2013-11-14,196.75
2013-11-15,221.54166666666666
2013-11-16,210.54166666666666
2013-11-17,251.20833333333334
2013-11-18,172.83333333333334
2013-11-19,166.70833333333334
2013-11-20,130.70833333333334
2013-11-21,194.70833333333334
2013-11-22,250.875
2013-11-23,274.875
2013-11-24,207.91666666666666
2013-11-25,134.45833333333334
2013-11-26,110.0
2013-11-27,160.0
2013-11-28,217.91666666666666
2013-11-29,184.20833333333334
2013-11-30,130.91666666666666
2013-12-01,118.91666666666667
2013-12-02,176.375
2013-12-03,185.95833333333334
2013-12-04,195.375
2013-12-05,151.04166666666666
2013-12-06,170.875
2013-12-07,239.125
2013-12-08,365.2916666666667
2013-12-09,312.2083333333333
2013-12-10,237.625
2013-12-11,179.33333333333334
2013-12-12,122.54166666666667
2013-12-13,121.33333333333333
2013-12-14,202.875
2013-12-15,260.1666666666667
2013-12-16,403.9583333333333
2013-12-17,455.5833333333333
2013-12-18,382.7083333333333
2013-12-19,277.7083333333333
2013-12-20,284.1666666666667
2013-12-21,288.4166666666667
2013-12-22,256.8333333333333
2013-12-23,175.75
2013-12-24,180.79166666666666
2013-12-25,166.91666666666666
2013-12-26,169.0
2013-12-27,186.04166666666666
2013-12-28,185.58333333333334
2013-12-29,114.08333333333333
2013-12-30,140.45833333333334
2013-12-31,108.08333333333333
2014-01-01,255.875
2014-01-02,217.08333333333334
2014-01-03,229.16666666666666
2014-01-04,392.2083333333333
2014-01-05,536.5
2014-01-06,321.8333333333333
2014-01-07,298.4583333333333
2014-01-08,264.9166666666667
2014-01-09,404.5
2014-01-10,442.6666666666667
2014-01-11,220.95833333333334
2014-01-12,251.375
2014-01-13,188.5
2014-01-14,164.75
2014-01-15,376.9166666666667
2014-01-16,362.0
2014-01-17,235.625
2014-01-18,0.0
2014-01-19,0.0
2014-01-20,0.0
2014-01-21,57.0
2014-01-22,114.33333333333333
2014-01-23,148.125
2014-01-24,184.875
2014-01-25,202.91666666666666
2014-01-26,205.125
2014-01-27,214.125
2014-01-28,202.95833333333334
2014-01-29,308.875
2014-01-30,323.875
2014-01-31,315.7916666666667
2014-02-01,322.25
2014-02-02,246.04166666666666
2014-02-03,200.91666666666666
2014-02-04,187.16666666666666
2014-02-05,187.79166666666666
2014-02-06,167.79166666666666
2014-02-07,99.5
2014-02-08,143.91666666666666
2014-02-09,100.25
2014-02-10,126.0
2014-02-11,163.91666666666666
2014-02-12,152.875
2014-02-13,165.0
2014-02-14,116.45833333333333
2014-02-15,143.0
2014-02-16,194.91666666666666
2014-02-17,130.66666666666666
2014-02-18,152.375
2014-02-19,231.125
2014-02-20,218.66666666666666
2014-02-21,211.0
2014-02-22,172.0
2014-02-23,184.875
2014-02-24,95.41666666666667
2014-02-25,52.208333333333336
2014-02-26,187.5
2014-02-27,130.16666666666666
2014-02-28,68.91666666666667
2014-03-01,123.125
2014-03-02,120.91666666666667
2014-03-03,153.625
2014-03-04,119.41666666666667
2014-03-05,110.75
2014-03-06,94.29166666666667
2014-03-07,130.33333333333334
2014-03-08,110.70833333333333
2014-03-09,138.5
2014-03-10,39.291666666666664
2014-03-11,44.916666666666664
2014-03-12,52.375
2014-03-13,75.75
2014-03-14,146.54166666666666
2014-03-15,116.625
2014-03-16,163.0
2014-03-17,162.08333333333334
2014-03-18,63.458333333333336
2014-03-19,80.04166666666667
2014-03-20,100.04166666666667
2014-03-21,109.45833333333333
2014-03-22,103.08333333333333
2014-03-23,208.83333333333334
2014-03-24,74.66666666666667
2014-03-25,110.16666666666667
2014-03-26,108.20833333333333
2014-03-27,103.83333333333333
2014-03-28,111.5
2014-03-29,98.58333333333333
2014-03-30,60.416666666666664
2014-03-31,74.29166666666667
2014-04-01,101.79166666666667
2014-04-02,106.16666666666667
2014-04-03,89.875
2014-04-04,71.95833333333333
2014-04-05,76.41666666666667
2014-04-06,113.375
2014-04-07,48.208333333333336
2014-04-08,47.041666666666664
2014-04-09,67.79166666666667
2014-04-10,65.45833333333333
2014-04-11,77.75
2014-04-12,114.45833333333333
2014-04-13,56.666666666666664
2014-04-14,79.0
2014-04-15,123.58333333333333
2014-04-16,97.875
2014-04-17,77.33333333333333
2014-04-18,48.333333333333336
2014-04-19,80.29166666666667
2014-04-20,137.875
2014-04-21,87.875
2014-04-22,61.875
2014-04-23,82.125
2014-04-24,139.91666666666666
2014-04-25,121.20833333333333
2014-04-26,97.04166666666667
2014-04-27,92.08333333333333
2014-04-28,105.75
2014-04-29,119.16666666666667
2014-04-30,121.45833333333333
2014-05-01,130.625
2014-05-02,90.5
2014-05-03,55.416666666666664
2014-05-04,79.29166666666667
2014-05-05,81.875
2014-05-06,73.20833333333333
2014-05-07,108.33333333333333
2014-05-08,198.875
2014-05-09,120.70833333333333
2014-05-10,117.375
2014-05-11,86.83333333333333
2014-05-12,88.625
2014-05-13,60.541666666666664
2014-05-14,79.0
2014-05-15,133.70833333333334
2014-05-16,87.08333333333333
2014-05-17,107.91666666666667
2014-05-18,76.625
2014-05-19,53.25
2014-05-20,65.16666666666667
2014-05-21,83.58333333333333
2014-05-22,86.91666666666667
2014-05-23,65.16666666666667
2014-05-24,44.291666666666664
2014-05-25,40.666666666666664
2014-05-26,48.125
2014-05-27,103.16666666666667
2014-05-28,119.70833333333333
2014-05-29,124.25
2014-05-30,143.04166666666666
2014-05-31,143.375
2014-06-01,44.791666666666664
2014-06-02,71.95833333333333
2014-06-03,17.5
2014-06-04,87.08333333333333
2014-06-05,84.04166666666667
2014-06-06,85.54166666666667
2014-06-07,101.0
2014-06-08,76.20833333333333
2014-06-09,84.33333333333333
2014-06-10,84.20833333333333
2014-06-11,83.375
2014-06-12,55.958333333333336
2014-06-13,48.833333333333336
2014-06-14,64.45833333333333
2014-06-15,80.54166666666667
2014-06-16,58.083333333333336
2014-06-17,49.958333333333336
2014-06-18,101.70833333333333
2014-06-19,65.41666666666667
2014-06-20,54.666666666666664
2014-06-21,78.54166666666667
2014-06-22,73.0
2014-06-23,58.625
2014-06-24,61.5
2014-06-25,49.125
2014-06-26,65.875
2014-06-27,72.41666666666667
2014-06-28,71.29166666666667
2014-06-29,74.375
2014-06-30,107.16666666666667
2014-07-01,184.66666666666666
2014-07-02,113.33333333333333
2014-07-03,146.20833333333334
2014-07-04,65.375
2014-07-05,111.04166666666667
2014-07-06,111.125
2014-07-07,112.29166666666667
2014-07-08,60.625
2014-07-09,71.0
2014-07-10,57.041666666666664
2014-07-11,67.41666666666667
2014-07-12,132.70833333333334
2014-07-13,153.41666666666666
2014-07-14,134.95833333333334
2014-07-15,81.125
2014-07-16,197.66666666666666
2014-07-17,160.75
2014-07-18,29.125
2014-07-19,52.25
2014-07-20,160.375
2014-07-21,99.375
2014-07-22,123.875
2014-07-23,131.41666666666666
2014-07-24,53.875
2014-07-25,31.458333333333332
2014-07-26,47.375
2014-07-27,38.166666666666664
2014-07-28,42.541666666666664
2014-07-29,35.791666666666664
2014-07-30,43.458333333333336
2014-07-31,35.958333333333336
2014-08-01,25.083333333333332
2014-08-02,45.833333333333336
2014-08-03,33.708333333333336
2014-08-04,31.875
2014-08-05,69.79166666666667
2014-08-06,62.916666666666664
2014-08-07,26.416666666666668
2014-08-08,30.666666666666668
2014-08-09,29.958333333333332
2014-08-10,47.458333333333336
2014-08-11,48.916666666666664
2014-08-12,37.125
2014-08-13,23.875
2014-08-14,22.333333333333332
2014-08-15,25.083333333333332
2014-08-16,32.958333333333336
2014-08-17,31.5
2014-08-18,56.375
2014-08-19,66.79166666666667
2014-08-20,64.875
2014-08-21,47.583333333333336
2014-08-22,48.291666666666664
2014-08-23,51.375
2014-08-24,43.375
2014-08-25,33.5
2014-08-26,43.041666666666664
2014-08-27,38.416666666666664
2014-08-28,29.166666666666668
2014-08-29,37.375
2014-08-30,60.0
2014-08-31,49.291666666666664
2014-09-01,19.541666666666668
2014-09-02,22.833333333333332
2014-09-03,24.291666666666668
2014-09-04,25.291666666666668
2014-09-05,23.416666666666668
2014-09-06,47.041666666666664
2014-09-07,74.66666666666667
2014-09-08,41.875
2014-09-09,50.583333333333336
2014-09-10,44.416666666666664
2014-09-11,66.45833333333333
2014-09-12,62.916666666666664
2014-09-13,58.125
2014-09-14,57.291666666666664
2014-09-15,38.25
2014-09-16,57.208333333333336
2014-09-17,50.333333333333336
2014-09-18,50.416666666666664
2014-09-19,47.416666666666664
2014-09-20,56.916666666666664
2014-09-21,54.625
2014-09-22,42.875
2014-09-23,41.208333333333336
2014-09-24,42.375
2014-09-25,45.958333333333336
2014-09-26,52.25
2014-09-27,43.333333333333336
2014-09-28,41.875
2014-09-29,44.416666666666664
2014-09-30,49.5
2014-10-01,41.958333333333336
2014-10-02,0.0
2014-10-03,0.0
2014-10-04,0.0
2014-10-05,0.0
2014-10-06,0.0
2014-10-07,45.75
2014-10-08,70.70833333333333
2014-10-09,51.791666666666664
2014-10-10,66.75
2014-10-11,39.958333333333336
2014-10-12,0.0
2014-10-13,0.0
2014-10-14,11.583333333333334
2014-10-15,13.0
2014-10-16,7.875
2014-10-17,33.541666666666664
2014-10-18,151.04166666666666
2014-10-19,156.25
2014-10-20,156.0
2014-10-21,151.79166666666666
2014-10-22,181.54166666666666
2014-10-23,219.95833333333334
2014-10-24,231.0
2014-10-25,252.625
2014-10-26,119.41666666666667
2014-10-27,126.0
2014-10-28,172.66666666666666
2014-10-29,207.04166666666666
2014-10-30,230.25
2014-10-31,232.33333333333334
2014-11-01,215.54166666666666
2014-11-02,239.41666666666666
2014-11-03,196.54166666666666
2014-11-04,206.75
2014-11-05,235.58333333333334
2014-11-06,199.875
2014-11-07,232.54166666666666
2014-11-08,185.5
2014-11-09,282.1666666666667
2014-11-10,226.45833333333334
2014-11-11,222.125
2014-11-12,317.0
2014-11-13,257.6666666666667
2014-11-14,166.875
2014-11-15,135.16666666666666
2014-11-16,133.125
2014-11-17,175.04166666666666
2014-11-18,189.66666666666666
2014-11-19,211.45833333333334
2014-11-20,215.5
2014-11-21,223.375
2014-11-22,187.54166666666666
2014-11-23,198.45833333333334
2014-11-24,156.70833333333334
2014-11-25,135.58333333333334
2014-11-26,152.04166666666666
2014-11-27,141.41666666666666
2014-11-28,248.625
2014-11-29,162.54166666666666
2014-11-30,0.0
2014-12-01,46.708333333333336
2014-12-02,91.75
2014-12-03,99.91666666666667
2014-12-04,113.375
2014-12-05,166.70833333333334
2014-12-06,146.66666666666666
2014-12-07,119.70833333333333
2014-12-08,110.875
2014-12-09,200.33333333333334
2014-12-10,161.79166666666666
2014-12-11,169.04166666666666
2014-12-12,216.79166666666666
2014-12-13,203.58333333333334
2014-12-14,25.083333333333332
2014-12-15,57.083333333333336
2014-12-16,152.83333333333334
2014-12-17,177.70833333333334
2014-12-18,239.04166666666666
2014-12-19,349.2916666666667
2014-12-20,188.04166666666666
2014-12-21,310.25
2014-12-22,375.7916666666667
2014-12-23,297.7916666666667
2014-12-24,441.7916666666667
2014-12-25,204.375
2014-12-26,223.25
2014-12-27,248.95833333333334
2014-12-28,441.4166666666667
2014-12-29,237.79166666666666
2014-12-30,334.875
2014-12-31,232.33333333333334
2015-01-01,172.75
2015-01-02,146.79166666666666
2015-01-03,113.875
2015-01-04,144.75
2015-01-05,118.45833333333333
2015-01-06,170.91666666666666
2015-01-07,227.0
2015-01-08,231.25
2015-01-09,272.125
2015-01-10,205.25
2015-01-11,256.0
2015-01-12,272.4166666666667
2015-01-13,228.79166666666666
2015-01-14,200.875
2015-01-15,214.04166666666666
2015-01-16,210.0
2015-01-17,210.125
2015-01-18,227.75
2015-01-19,217.25
2015-01-20,212.45833333333334
2015-01-21,202.66666666666666
2015-01-22,149.875
2015-01-23,85.08333333333333
2015-01-24,102.875
2015-01-25,138.79166666666666
2015-01-26,153.08333333333334
2015-01-27,159.70833333333334
2015-01-28,147.375
2015-01-29,171.0
2015-01-30,133.41666666666666
2015-01-31,151.875
2015-02-01,224.79166666666666
2015-02-02,177.625
2015-02-03,149.625
2015-02-04,114.20833333333333
2015-02-05,97.5
2015-02-06,162.0
2015-02-07,161.16666666666666
2015-02-08,136.75
2015-02-09,50.916666666666664
2015-02-10,117.20833333333333
2015-02-11,146.75
2015-02-12,166.33333333333334
2015-02-13,120.20833333333333
2015-02-14,137.125
2015-02-15,197.08333333333334
2015-02-16,161.91666666666666
2015-02-17,161.375
2015-02-18,144.16666666666666
2015-02-19,166.375
2015-02-20,126.58333333333333
2015-02-21,94.91666666666667
2015-02-22,64.95833333333333
2015-02-23,157.25
2015-02-24,182.54166666666666
2015-02-25,133.95833333333334
2015-02-26,69.25
2015-02-27,79.29166666666667
2015-02-28,92.04166666666667
2015-03-01,31.625
2015-03-02,20.416666666666668
2015-03-03,61.125
2015-03-04,87.79166666666667
2015-03-05,95.375
2015-03-06,81.95833333333333
2015-03-07,49.583333333333336
2015-03-08,34.916666666666664
2015-03-09,47.5
2015-03-10,81.29166666666667
2015-03-11,111.45833333333333
2015-03-12,133.04166666666666
2015-03-13,128.83333333333334
2015-03-14,56.333333333333336
2015-03-15,20.291666666666668
2015-03-16,34.458333333333336
2015-03-17,56.791666666666664
2015-03-18,48.916666666666664
2015-03-19,59.166666666666664
2015-03-20,83.83333333333333
2015-03-21,89.375
2015-03-22,65.83333333333333
2015-03-23,58.666666666666664
2015-03-24,67.08333333333333
2015-03-25,101.375
2015-03-26,109.75
2015-03-27,42.916666666666664
2015-03-28,84.41666666666667
2015-03-29,97.08333333333333
2015-03-30,21.583333333333332
2015-03-31,47.25
2015-04-01,81.20833333333333
2015-04-02,52.291666666666664
2015-04-03,28.458333333333332
2015-04-04,23.666666666666668
2015-04-05,67.04166666666667
2015-04-06,90.0
2015-04-07,49.5
2015-04-08,75.16666666666667
2015-04-09,53.125
2015-04-10,76.25
2015-04-11,69.04166666666667
2015-04-12,41.166666666666664
2015-04-13,54.708333333333336
2015-04-14,52.625
2015-04-15,51.375
2015-04-16,45.5
2015-04-17,56.833333333333336
2015-04-18,100.41666666666667
2015-04-19,94.33333333333333
2015-04-20,92.91666666666667
2015-04-21,80.20833333333333
2015-04-22,76.66666666666667
2015-04-23,56.875
2015-04-24,98.375
2015-04-25,71.66666666666667
2015-04-26,31.833333333333332
2015-04-27,47.666666666666664
2015-04-28,38.25
2015-04-29,41.375
2015-04-30,48.416666666666664
2015-05-01,48.125
2015-05-02,56.25
2015-05-03,103.41666666666667
2015-05-04,76.5
2015-05-05,136.25
2015-05-06,117.91666666666667
2015-05-07,76.875
2015-05-08,86.375
2015-05-09,77.70833333333333
2015-05-10,73.41666666666667
2015-05-11,74.75
2015-05-12,73.66666666666667
2015-05-13,48.5
2015-05-14,55.083333333333336
2015-05-15,67.45833333333333
2015-05-16,75.04166666666667
2015-05-17,63.958333333333336
2015-05-18,32.583333333333336
2015-05-19,18.875
2015-05-20,61.5
2015-05-21,68.91666666666667
2015-05-22,42.125
2015-05-23,43.125
2015-05-24,60.75
2015-05-25,77.375
2015-05-26,63.916666666666664
2015-05-27,63.666666666666664
2015-05-28,139.125
2015-05-29,60.083333333333336
2015-05-30,81.5
2015-05-31,63.625
2015-06-01,25.458333333333332
2015-06-02,20.75
2015-06-03,40.5
2015-06-04,70.08333333333333
2015-06-05,108.66666666666667
2015-06-06,76.25
2015-06-07,64.83333333333333
2015-06-08,63.0
2015-06-09,73.83333333333333
2015-06-10,29.5
2015-06-11,56.375
2015-06-12,30.375
2015-06-13,31.875
2015-06-14,54.958333333333336
2015-06-15,77.75
2015-06-16,82.0
2015-06-17,87.875
2015-06-18,92.54166666666667
2015-06-19,75.33333333333333
2015-06-20,32.583333333333336
2015-06-21,28.375
2015-06-22,28.125
2015-06-23,52.833333333333336
2015-06-24,93.41666666666667
2015-06-25,28.541666666666668
2015-06-26,51.041666666666664
2015-06-27,40.0
2015-06-28,52.458333333333336
2015-06-29,30.541666666666668
2015-06-30,37.625
2015-07-01,37.583333333333336
2015-07-02,37.625
2015-07-03,34.375
2015-07-04,71.29166666666667
2015-07-05,111.08333333333333
2015-07-06,32.0
2015-07-07,42.291666666666664
2015-07-08,45.666666666666664
2015-07-09,40.625
2015-07-10,28.25
2015-07-11,20.5
2015-07-12,19.0
2015-07-13,26.875
2015-07-14,30.708333333333332
2015-07-15,10.208333333333334
2015-07-16,0.0
2015-07-17,25.083333333333332
2015-07-18,47.5
2015-07-19,43.041666666666664
2015-07-20,19.416666666666668
2015-07-21,8.416666666666666
2015-07-22,20.916666666666668
2015-07-23,19.75
2015-07-24,15.75
2015-07-25,0.0
2015-07-26,0.0
2015-07-27,4.833333333333333
2015-07-28,8.291666666666666
2015-07-29,9.333333333333334
2015-07-30,5.041666666666667
2015-07-31,15.375
2015-08-01,19.833333333333332
2015-08-02,25.791666666666668
2015-08-03,22.708333333333332
2015-08-04,27.125
2015-08-05,42.458333333333336
2015-08-06,35.5
2015-08-07,31.333333333333332
2015-08-08,47.416666666666664
2015-08-09,33.791666666666664
2015-08-10,54.875
2015-08-11,49.625
2015-08-12,35.041666666666664
2015-08-13,39.041666666666664
2015-08-14,41.708333333333336
2015-08-15,28.75
2015-08-16,31.0
2015-08-17,37.791666666666664
2015-08-18,34.041666666666664
2015-08-19,12.25
2015-08-20,14.5
2015-08-21,23.916666666666668
2015-08-22,26.458333333333332
2015-08-23,25.333333333333332
2015-08-24,24.208333333333332
2015-08-25,27.375
2015-08-26,29.208333333333332
2015-08-27,36.5
2015-08-28,57.25
2015-08-29,38.666666666666664
2015-08-30,28.5
2015-08-31,27.833333333333332
2015-09-01,44.125
2015-09-02,62.25
2015-09-03,60.125
2015-09-04,54.25
2015-09-05,43.083333333333336
2015-09-06,37.416666666666664
2015-09-07,34.666666666666664
2015-09-08,39.208333333333336
2015-09-09,38.708333333333336
2015-09-10,31.375
2015-09-11,16.583333333333332
2015-09-12,66.83333333333333
2015-09-13,69.95833333333333
2015-09-14,94.375
2015-09-15,85.75
2015-09-16,80.66666666666667
2015-09-17,93.66666666666667
2015-09-18,39.5
2015-09-19,51.666666666666664
2015-09-20,39.416666666666664
2015-09-21,23.958333333333332
2015-09-22,19.916666666666668
2015-09-23,11.5
2015-09-24,32.958333333333336
2015-09-25,43.5
2015-09-26,50.416666666666664
2015-09-27,55.708333333333336
2015-09-28,47.083333333333336
2015-09-29,51.458333333333336
2015-09-30,35.541666666666664
2015-10-01,57.125
2015-10-02,69.375
2015-10-03,65.375
2015-10-04,75.625
2015-10-05,88.95833333333333
2015-10-06,93.25
2015-10-07,112.29166666666667
2015-10-08,97.70833333333333
2015-10-09,80.70833333333333
2015-10-10,69.25
2015-10-11,55.916666666666664
2015-10-12,62.708333333333336
2015-10-13,81.625
2015-10-14,65.375
2015-10-15,84.375
2015-10-16,115.875
2015-10-17,140.16666666666666
2015-10-18,175.375
2015-10-19,141.95833333333334
2015-10-20,153.375
2015-10-21,162.875
2015-10-22,115.70833333333333
2015-10-23,100.625
2015-10-24,91.125
2015-10-25,0.0
2015-10-26,49.333333333333336
2015-10-27,107.33333333333333
2015-10-28,80.16666666666667
2015-10-29,84.04166666666667
2015-10-30,97.25
2015-10-31,273.625
2015-11-01,256.9583333333333
2015-11-02,185.08333333333334
2015-11-03,249.5
2015-11-04,269.5833333333333
